identifier,camp,ano,Time,Status,Jogador,ID_Jogador,Destino,Quantia_Paga
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Alix,880217,Fortaleza B,650 mil €
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Derek,719251,Guarani,545 mil €
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,João Maistro,694495,XV Piracicaba,75 mil €
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Breno Santos,1121622,Bonsucesso,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Maguinho,350766,Goiás,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Ángelo Araos,403148,Necaxa,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Alejo Cruz,868491,Danubio FC,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Thayllon,742120,São José-RS,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Pedro Henrique,164015,LC Sailors,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Vágner Love,18829,Sport,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Lucas Kal,435489,América-MG,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Luiz Gustavo,991846,Nação-SC,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Emiliano Rodríguez,982198,Boston River,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Adriano Martins,739272,Novorizontino,?
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Marcão,996242,Centro Oeste-GO,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Max,1226150,Sampaio-RJ,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Pedro Rangel,841263,Fluminense,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Yony González,262474,Fluminense,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Campanharo,103674,Internacional,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Gabriel Barros,738507,Internacional,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Emerson Junior,813038,Internacional,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Danielzinho,418530,Fluminense,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Yeferson Rodallega,848561,Envigado,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Mateo Zuleta,1106875,Leones FC,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Guilherme Romão,519879,CRB,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Jefferson,435211,Juventude,Fim do empréstimo08/04/2024
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Roni,725049,Corinthians,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Arthur Henrique,349737,São Bernardo,
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Ramon,312684,Ponte Preta,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Luis Phelipe,673830,Botafogo,Fim do empréstimo30/03/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Luan Sales,692671,América-RN,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Jefferson,435211,Vasco da Gama,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,Ramon Menezes,371025,CRB,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Entrada,João Maistro,694495,Santo André,Fim do empréstimo02/04/2024
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Kelvin,638722,Ulsan HD,282 mil €
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Marcos Serrato,346067,Brusque,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Rodrigo Soares,388236,Novorizontino,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Ramon,312684,Ponte Preta,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Renato Alves,138446,Remo,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Arthur Henrique,349737,São Bernardo,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Breno Santos,1121622,Atlético-CE,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Jefferson,435211,Guarani,custo zero
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Sillas,613904,Remo,?
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Denivys,977858,Santa Clara,?
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Dodô,281837,Ajman Club,?
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Ramon Menezes,371025,Ceará,?
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Léo,1042363,Goiânia,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Igor Ribeiro,1007084,Operário-PR,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,João Maistro,694495,Londrina,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Heron,697401,CRB,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,João Maistro,694495,Santo André,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Luan Sales,692671,Aparecidense,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Airton,696604,Guarani,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Thayllon,742120,Chapecoense,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Lucas Rocha,443864,Sem clube,-
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Moraes,596586,Suspensão,
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Gazal,863073,Mirassol,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Jefferson,435211,Juventude,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Daniel Lima,965614,Operário-PR,Empréstimo
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Emerson,382171,Kashiwa Reysol,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Matheus Sales,407654,Coritiba,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Gustavo Coutinho,612340,Fortaleza,Fim do empréstimo01/01/2024
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Ángelo Araos,403148,Necaxa,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,João Maistro,694495,XV Piracicaba,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Matheus Régis,812482,São Bernardo,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,David Braga,1091022,Athletic,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Alix,880217,Fortaleza B,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Sammuel,792652,Fortaleza,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Matheus Peixoto,518361,Metalist,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Luiz Felipe,373150,Santos,Fim do empréstimo31/12/2024
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Lucas Esteves,688668,Palmeiras,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Goianiense,Saída,Diego Loureiro,503218,Botafogo,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Gustavo Scarpa,330085,Nottm Forest,"5,00 mi. €"
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Brahian Palacios,989925,Atl. Nacional,"2,70 mi. €"
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Robert Santos,1051322,Athletic,Valor de empréstimo:185 mil €
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Paulo Vitor,1116366,Boston City-MG,95 mil €
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Bruninho,584083,Guarani,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Paulo Henrique,412594,Vasco da Gama,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Echaporã,688896,Juventude,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Mineiro,Entrada,Neto,627231,Chapecoense,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Cristian Pavón,373170,Grêmio,"3,50 mi. €"
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Patrick,333159,Santos,940 mil €
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Paulo Henrique,412594,Vasco da Gama,900 mil €
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Edenilson,169052,Grêmio,custo zero
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Hyoran,338861,Internacional,custo zero
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Bruninho,584083,Ceará,Empréstimo
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Echaporã,688896,Remo,Empréstimo
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Neto,627231,Villa Nova,Empréstimo
BRA1_2023,BRA1,2023,Atlético Mineiro,Saída,Réver,72489,Fim de carreira,-
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Leonardo Godoy,369556,Estudiantes LP,"3,64 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Mateo Gamarra,661245,Olimpia,"3,25 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Romeo Benítez,978951,Guaraní,"2,75 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Lucas Di Yorio,439108,Pachuca,"2,30 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Gonzalo Mastriani,195882,América-MG,"1,85 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Felipinho,1115489,Ponte Preta,"1,50 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Zé Vitor,825780,Maringá,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Nikão,149572,São Paulo,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Gabriel,213606,Internacional,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Petterson,978057,Flamengo,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Lucas Halter,468302,Goiás,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Kleiton Pego,658665,Tombense,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Luan Patrick,658674,Bragantino,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Fabinho,704558,Criciúma,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Vinicius Mingotti,658664,Bahia,Fim do empréstimo01/01/2024
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Matheus Babi,788861,Goiás,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Jajá,739477,Casa Pia,Fim do empréstimo30/01/2024
BRA1_2023,BRA1,2023,Athletico Paranaense,Entrada,Pablo Siles,511289,Liverpool FC,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Vitor Roque,943837,Barcelona,"30,00 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Vitor Bueno,390368,Cerezo Osaka,"3,20 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Lucas Halter,468302,Botafogo,"1,80 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Pedro Henrique,329720,Bragantino,"1,50 mi. €"
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Kleiton Pego,658665,Tombense,custo zero
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Pablo Siles,511289,Huracán,custo zero
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Fabinho,704558,América-MG,custo zero
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Arturo Vidal,37666,Colo-Colo,custo zero
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Zé Ivaldo,484848,Cruzeiro,custo zero
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Vinicius Mingotti,658664,Moreirense,?
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Rômulo,957874,Göztepe,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Jajá,739477,Pafos FC,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Matheus Babi,788861,Peñarol,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Vinicius Kauê,658676,Guarani,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Luciano Arriagada,737965,Audax Italiano,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Bruno Peres,148751,Sem clube,-
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Marcelo Cirino,114514,Sem clube,
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Matheus Felipe,882916,Ceará,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Hugo Moura,644157,Vasco da Gama,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Danielzinho,1084186,Londrina,Empréstimo
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Willian Bigode,55338,Fluminense,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Thiago Andrade,694606,New York City,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Athletico Paranaense,Saída,Cacá,603122,Tokushima Vort.,Fim do empréstimo06/03/2024
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Jean Lucas,578872,Santos,"4,50 mi. €"
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Caio Alexandre,727751,Fortaleza,"4,50 mi. €"
BRA1_2023,BRA1,2023,EC Bahia,Entrada,David Duarte,373446,Fluminense,560 mil €
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Óscar Estupiñán,388266,Hull City,Valor de empréstimo:500 mil €
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Carlos de Pena,257740,Internacional,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Everton Ribeiro,52896,Flamengo,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Victor Cuesta,104326,Botafogo,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Santiago Arias,120443,Cincinnati,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Jhoanner Chávez,713787,Independiente,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Matheus Teixeira,598975,Oita Trinita,Fim do empréstimo31/01/2024
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Miqueias,973707,Criciúma,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Douglas Borel,647540,Chapecoense,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Entrada,Marco Antônio,578413,Chapecoense,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Saída,Patrick Verhon,1038907,Kawasaki Front.,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Saída,Lucas Mugni,148231,Ceará,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Saída,Vitor Jacaré,691843,América-MG,custo zero
BRA1_2023,BRA1,2023,EC Bahia,Saída,André Dhominique,959171,Estrela Amadora,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Vitor Hugo,149752,Panathinaikos,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Diego Rosa,662327,Lommel SK,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Matheus Teixeira,598975,Criciúma,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Jhoanner Chávez,713787,Lens,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Léo Cittadini,187210,SH Port,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Douglas Borel,647540,Goiás,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Gustavo Henrique,745163,CRB,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Mateus Claus,733453,Sem clube,-
BRA1_2023,BRA1,2023,EC Bahia,Saída,Douglas Borel,647540,Portuguesa,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Matheus Bahia,741021,Ceará,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Miqueias,973707,Ituano,Empréstimo
BRA1_2023,BRA1,2023,EC Bahia,Saída,Marcos Felipe,283166,Fluminense,Fim do empréstimo30/08/2023
BRA1_2023,BRA1,2023,EC Bahia,Saída,David Duarte,373446,Fluminense,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Saída,Raul Gustavo,792345,Corinthians,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Saída,Kayky,668265,Man City S21,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Saída,Vinicius Mingotti,658664,Athletico-PR,Fim do empréstimo01/01/2024
BRA1_2023,BRA1,2023,EC Bahia,Saída,Camilo Cándido,382473,Nacional,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,EC Bahia,Saída,Adriel,808445,Grêmio,Fim do empréstimo30/06/2023
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Luiz Henrique,800175,Betis,"16,00 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Gregore,546036,Miami,"2,50 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Jefferson Savarino,309193,Salt Lake,"2,45 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Lucas Halter,468302,Athletico-PR,"1,80 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Cuiabano,891353,Grêmio,"1,45 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,John Victor,432914,Santos,"1,35 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Carlos Alberto,727747,América-MG,932 mil €
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Newton,811219,Jacuipense,190 mil €
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Raul,520093,São Luiz,7 mil €
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Emerson Urso,868885,São Caetano,custo zero
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Damián Suárez,76746,Getafe,custo zero
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Alexander Barboza,379752,Libertad,custo zero
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Pablo,149577,Flamengo,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Jeffinho,884072,Lyon,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Óscar Romero,217886,Sem clube,-
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Erison,787238,São Paulo,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Diego Loureiro,503218,Atlético-GO,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Chay,766381,Ceará,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,João Fernando,432146,Boavista,Fim do empréstimo16/04/2024
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,JP Galvão,982164,Inter Limeira,Fim do empréstimo09/04/2024
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Kayque,813037,RWDM,Fim do empréstimo15/01/2024
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Luis Segovia,385639,RWDM,Fim do empréstimo01/02/2024
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Breno,697400,Ceará,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Luís Oyama,555277,Goiás,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Entrada,Gabriel Toebe,1084354,Resende U20,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Adryelson,373433,Lyon,"3,58 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Lucas Perri,352041,Lyon,"3,25 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Erison,787238,Kawasaki Front.,"3,20 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Victor Sá,381724,Krasnodar,"1,50 mi. €"
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Janderson,976561,Vitória,900 mil €
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Victor Cuesta,104326,Bahia,custo zero
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Diego Costa,44779,Grêmio,custo zero
BRA1_2023,BRA1,2023,Botafogo FR,Saída,David Sousa,740159,RWDM,?
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Vitor Marinho,815670,ABC,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Valentín Adamo,982526,Unión Española,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Chay,766381,Guarani,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Philipe Sampaio,336697,RWDM,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Matías Segovia,718307,RWDM,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Kayque,813037,Guarani,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,João Fernando,432146,Boavista,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,JP Galvão,982164,Chapecoense,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Igo Gabriel,698750,Confiança,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Emerson Urso,868885,Vila Nova,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Newton,811219,Criciúma,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Raí,978146,CRB,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Diego Loureiro,503218,Sem clube,-
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Luís Oyama,555277,Juventude,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Gabriel Toebe,1084354,Avenida,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Carlos Alberto,727747,RWDM,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,JP Galvão,982164,Inter Limeira,Empréstimo
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Gabriel Pires,167291,Benfica,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Carlos Alberto,727747,América-MG,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Luis Phelipe,673830,Atlético-GO,Fim do empréstimo30/03/2023
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Luis Henrique,691316,Marselha,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,Botafogo FR,Saída,Leonel Di Plácido,322843,Lanús,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Matheus Fernandes,351892,Palmeiras,"1,80 mi. €"
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Pedro Henrique,329720,Athletico-PR,"1,50 mi. €"
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Eduardo,564546,Slavia Praga,"1,20 mi. €"
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Nathan Mendes,887801,São Paulo,"1,00 mi. €"
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Vinicinho,1082593,Desportivo U20,?
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Johan Caicedo,984107,Deportivo Pasto,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Douglas Mendes,921863,RB Salzburg,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Lincoln,351738,Fenerbahce,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Weverton,580572,Ponte Preta,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Leandrinho,351898,Maringá,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Vitinho,323944,Juventude,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Gabriel Novaes,649055,Goiás,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Werik Popó,902507,Suwon Bluewings,Fim do empréstimo22/01/2024
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Thonny  Anderson,561214,ABC,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Entrada,Ytalo,70784,Sampaio Corrêa,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Léo Ortiz,374136,Flamengo,"7,00 mi. €"
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Ytalo,70784,Remo,custo zero
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Da Silva,863104,Aparecidense,custo zero
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Aderlan,101506,Santos,custo zero
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Maycon Cleiton,723168,Vitória,?
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Leandrinho,351898,Cianorte,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Weverton,580572,Goiás,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Thonny  Anderson,561214,Ituano,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Alerrandro,371996,Vitória,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Werik Popó,902507,Juventude,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Sorriso,868101,Famalicão,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Gabriel Novaes,649055,Ponte Preta,Empréstimo
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Matheus Fernandes,351892,Palmeiras,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Luan Patrick,658674,Athletico-PR,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Lucão,722441,Estrela Amadora,Fim do empréstimo31/12/2023
BRA1_2023,BRA1,2023,RB Bragantino,Saída,Matheus Gonçalves,961046,Flamengo,Fim do empréstimo31/12/2023
